partida_id,rodata,clube,chutes,chutes_no_alvo,posse_de_bola,passes,precisao_passes,faltas,cartao_amarelo,cartao_vermelho,impedimentos,escanteios
1,1,guarani,0,0,nan,0,nan,0,0,0,0,0
1,1,vasco,0,0,nan,0,nan,0,0,0,0,0
2,1,athletico-pr,0,0,nan,0,nan,0,0,0,0,0
2,1,gremio,0,0,nan,0,nan,0,0,0,0,0
3,1,flamengo,0,0,nan,0,nan,0,0,0,0,0
3,1,coritiba,0,0,nan,0,nan,0,0,0,0,0
4,1,goias,0,0,nan,0,nan,0,0,0,0,0
4,1,paysandu,0,0,nan,0,nan,0,0,0,0,0
5,1,internacional,0,0,nan,0,nan,0,0,0,0,0
5,1,ponte preta,0,0,nan,0,nan,0,0,0,0,0
6,1,criciuma,0,0,nan,0,nan,0,0,0,0,0
6,1,fluminense,0,0,nan,0,nan,0,0,0,0,0
7,1,juventude,0,0,nan,0,nan,0,0,0,0,0
7,1,sao paulo,0,0,nan,0,nan,0,0,0,0,0
8,1,fortaleza,0,0,nan,0,nan,0,0,0,0,0
8,1,bahia,0,0,nan,0,nan,0,0,0,0,0
9,1,cruzeiro,0,0,nan,0,nan,0,0,0,0,0
9,1,sao caetano,0,0,nan,0,nan,0,0,0,0,0
10,1,vitoria,0,0,nan,0,nan,0,0,0,0,0
10,1,figueirense,0,0,nan,0,nan,0,0,0,0,0
11,1,santos,0,0,nan,0,nan,0,0,0,0,0
11,1,parana,0,0,nan,0,nan,0,0,0,0,0
12,1,corinthians,0,0,nan,0,nan,0,0,0,0,0
12,1,atletico-mg,0,0,nan,0,nan,0,0,0,0,0
13,2,fluminense,0,0,nan,0,nan,0,0,0,0,0
13,2,fortaleza,0,0,nan,0,nan,0,0,0,0,0
14,2,atletico-mg,0,0,nan,0,nan,0,0,0,0,0
14,2,santos,0,0,nan,0,nan,0,0,0,0,0
15,2,coritiba,0,0,nan,0,nan,0,0,0,0,0
15,2,internacional,0,0,nan,0,nan,0,0,0,0,0
16,2,gremio,0,0,nan,0,nan,0,0,0,0,0
16,2,guarani,0,0,nan,0,nan,0,0,0,0,0
17,2,bahia,0,0,nan,0,nan,0,0,0,0,0
17,2,flamengo,0,0,nan,0,nan,0,0,0,0,0
18,2,figueirense,0,0,nan,0,nan,0,0,0,0,0
18,2,corinthians,0,0,nan,0,nan,0,0,0,0,0
19,2,paysandu,0,0,nan,0,nan,0,0,0,0,0
19,2,vitoria,0,0,nan,0,nan,0,0,0,0,0
20,2,ponte preta,0,0,nan,0,nan,0,0,0,0,0
20,2,juventude,0,0,nan,0,nan,0,0,0,0,0
21,2,parana,0,0,nan,0,nan,0,0,0,0,0
21,2,athletico-pr,0,0,nan,0,nan,0,0,0,0,0
22,2,sao caetano,0,0,nan,0,nan,0,0,0,0,0
22,2,criciuma,0,0,nan,0,nan,0,0,0,0,0
23,2,sao paulo,0,0,nan,0,nan,0,0,0,0,0
23,2,cruzeiro,0,0,nan,0,nan,0,0,0,0,0
24,2,vasco,0,0,nan,0,nan,0,0,0,0,0
24,2,goias,0,0,nan,0,nan,0,0,0,0,0
25,4,paysandu,0,0,nan,0,nan,0,0,0,0,0
25,4,santos,0,0,nan,0,nan,0,0,0,0,0
37,3,internacional,0,0,nan,0,nan,0,0,0,0,0
37,3,bahia,0,0,nan,0,nan,0,0,0,0,0
38,3,santos,0,0,nan,0,nan,0,0,0,0,0
38,3,figueirense,0,0,nan,0,nan,0,0,0,0,0
39,3,athletico-pr,0,0,nan,0,nan,0,0,0,0,0
39,3,atletico-mg,0,0,nan,0,nan,0,0,0,0,0
40,3,corinthians,0,0,nan,0,nan,0,0,0,0,0
40,3,paysandu,0,0,nan,0,nan,0,0,0,0,0
41,3,vitoria,0,0,nan,0,nan,0,0,0,0,0
41,3,vasco,0,0,nan,0,nan,0,0,0,0,0
42,3,criciuma,0,0,nan,0,nan,0,0,0,0,0
42,3,sao paulo,0,0,nan,0,nan,0,0,0,0,0
43,3,fortaleza,0,0,nan,0,nan,0,0,0,0,0
43,3,sao caetano,0,0,nan,0,nan,0,0,0,0,0
44,3,juventude,0,0,nan,0,nan,0,0,0,0,0
44,3,coritiba,0,0,nan,0,nan,0,0,0,0,0
45,3,guarani,0,0,nan,0,nan,0,0,0,0,0
45,3,parana,0,0,nan,0,nan,0,0,0,0,0
46,3,goias,0,0,nan,0,nan,0,0,0,0,0
46,3,gremio,0,0,nan,0,nan,0,0,0,0,0
47,3,cruzeiro,0,0,nan,0,nan,0,0,0,0,0
47,3,ponte preta,0,0,nan,0,nan,0,0,0,0,0
48,3,flamengo,0,0,nan,0,nan,0,0,0,0,0
48,3,fluminense,0,0,nan,0,nan,0,0,0,0,0
26,4,bahia,0,0,nan,0,nan,0,0,0,0,0
26,4,juventude,0,0,nan,0,nan,0,0,0,0,0
27,4,gremio,0,0,nan,0,nan,0,0,0,0,0
27,4,vitoria,0,0,nan,0,nan,0,0,0,0,0
28,4,atletico-mg,0,0,nan,0,nan,0,0,0,0,0
28,4,guarani,0,0,nan,0,nan,0,0,0,0,0
29,4,figueirense,0,0,nan,0,nan,0,0,0,0,0
29,4,athletico-pr,0,0,nan,0,nan,0,0,0,0,0
30,4,ponte preta,0,0,nan,0,nan,0,0,0,0,0
30,4,criciuma,0,0,nan,0,nan,0,0,0,0,0
31,4,sao caetano,0,0,nan,0,nan,0,0,0,0,0
31,4,flamengo,0,0,nan,0,nan,0,0,0,0,0
32,4,vasco,0,0,nan,0,nan,0,0,0,0,0
32,4,corinthians,0,0,nan,0,nan,0,0,0,0,0
33,4,coritiba,0,0,nan,0,nan,0,0,0,0,0
33,4,cruzeiro,0,0,nan,0,nan,0,0,0,0,0
34,4,fluminense,0,0,nan,0,nan,0,0,0,0,0
34,4,internacional,0,0,nan,0,nan,0,0,0,0,0
35,4,sao paulo,0,0,nan,0,nan,0,0,0,0,0
35,4,fortaleza,0,0,nan,0,nan,0,0,0,0,0
36,4,parana,0,0,nan,0,nan,0,0,0,0,0
36,4,goias,0,0,nan,0,nan,0,0,0,0,0
144,12,flamengo,0,0,nan,0,nan,0,0,0,0,0
144,12,cruzeiro,0,0,nan,0,nan,0,0,0,0,0
49,5,bahia,0,0,nan,0,nan,0,0,0,0,0
49,5,atletico-mg,0,0,nan,0,nan,0,0,0,0,0
50,5,sao caetano,0,0,nan,0,nan,0,0,0,0,0
50,5,gremio,0,0,nan,0,nan,0,0,0,0,0
51,5,flamengo,0,0,nan,0,nan,0,0,0,0,0
51,5,santos,0,0,nan,0,nan,0,0,0,0,0
52,5,sao paulo,0,0,nan,0,nan,0,0,0,0,0
52,5,vasco,0,0,nan,0,nan,0,0,0,0,0
53,5,internacional,0,0,nan,0,nan,0,0,0,0,0
53,5,corinthians,0,0,nan,0,nan,0,0,0,0,0
54,5,criciuma,0,0,nan,0,nan,0,0,0,0,0
54,5,guarani,0,0,nan,0,nan,0,0,0,0,0
55,5,juventude,0,0,nan,0,nan,0,0,0,0,0
55,5,vitoria,0,0,nan,0,nan,0,0,0,0,0
56,5,fortaleza,0,0,nan,0,nan,0,0,0,0,0
56,5,athletico-pr,0,0,nan,0,nan,0,0,0,0,0
57,5,ponte preta,0,0,nan,0,nan,0,0,0,0,0
57,5,paysandu,0,0,nan,0,nan,0,0,0,0,0
58,5,cruzeiro,0,0,nan,0,nan,0,0,0,0,0
58,5,goias,0,0,nan,0,nan,0,0,0,0,0
59,5,fluminense,0,0,nan,0,nan,0,0,0,0,0
59,5,parana,0,0,nan,0,nan,0,0,0,0,0
60,5,coritiba,0,0,nan,0,nan,0,0,0,0,0
60,5,figueirense,0,0,nan,0,nan,0,0,0,0,0
61,6,atletico-mg,0,0,nan,0,nan,0,0,0,0,0
61,6,coritiba,0,0,nan,0,nan,0,0,0,0,0
62,6,parana,0,0,nan,0,nan,0,0,0,0,0
62,6,bahia,0,0,nan,0,nan,0,0,0,0,0
63,6,vitoria,0,0,nan,0,nan,0,0,0,0,0
63,6,internacional,0,0,nan,0,nan,0,0,0,0,0
64,6,guarani,0,0,nan,0,nan,0,0,0,0,0
64,6,cruzeiro,0,0,nan,0,nan,0,0,0,0,0
65,6,corinthians,0,0,nan,0,nan,0,0,0,0,0
65,6,flamengo,0,0,nan,0,nan,0,0,0,0,0
66,6,goias,0,0,nan,0,nan,0,0,0,0,0
66,6,juventude,0,0,nan,0,nan,0,0,0,0,0
67,6,figueirense,0,0,nan,0,nan,0,0,0,0,0
67,6,ponte preta,0,0,nan,0,nan,0,0,0,0,0
68,6,santos,0,0,nan,0,nan,0,0,0,0,0
68,6,fortaleza,0,0,nan,0,nan,0,0,0,0,0
69,6,gremio,0,0,nan,0,nan,0,0,0,0,0
69,6,fluminense,0,0,nan,0,nan,0,0,0,0,0
70,6,athletico-pr,0,0,nan,0,nan,0,0,0,0,0
70,6,criciuma,0,0,nan,0,nan,0,0,0,0,0
71,6,paysandu,0,0,nan,0,nan,0,0,0,0,0
71,6,sao paulo,0,0,nan,0,nan,0,0,0,0,0
72,6,vasco,0,0,nan,0,nan,0,0,0,0,0
72,6,sao caetano,0,0,nan,0,nan,0,0,0,0,0
73,7,flamengo,0,0,nan,0,nan,0,0,0,0,0
73,7,vitoria,0,0,nan,0,nan,0,0,0,0,0
74,7,bahia,0,0,nan,0,nan,0,0,0,0,0
74,7,gremio,0,0,nan,0,nan,0,0,0,0,0
75,7,cruzeiro,0,0,nan,0,nan,0,0,0,0,0
75,7,athletico-pr,0,0,nan,0,nan,0,0,0,0,0
76,7,fortaleza,0,0,nan,0,nan,0,0,0,0,0
76,7,corinthians,0,0,nan,0,nan,0,0,0,0,0
77,7,sao paulo,0,0,nan,0,nan,0,0,0,0,0
77,7,figueirense,0,0,nan,0,nan,0,0,0,0,0
78,7,sao caetano,0,0,nan,0,nan,0,0,0,0,0
78,7,paysandu,0,0,nan,0,nan,0,0,0,0,0
79,7,internacional,0,0,nan,0,nan,0,0,0,0,0
79,7,goias,0,0,nan,0,nan,0,0,0,0,0
80,7,ponte preta,0,0,nan,0,nan,0,0,0,0,0
80,7,atletico-mg,0,0,nan,0,nan,0,0,0,0,0
81,7,juventude,0,0,nan,0,nan,0,0,0,0,0
81,7,guarani,0,0,nan,0,nan,0,0,0,0,0
82,7,coritiba,0,0,nan,0,nan,0,0,0,0,0
82,7,parana,0,0,nan,0,nan,0,0,0,0,0
83,7,criciuma,0,0,nan,0,nan,0,0,0,0,0
83,7,santos,0,0,nan,0,nan,0,0,0,0,0
84,7,fluminense,0,0,nan,0,nan,0,0,0,0,0
84,7,vasco,0,0,nan,0,nan,0,0,0,0,0
85,8,goias,0,0,nan,0,nan,0,0,0,0,0
85,8,flamengo,0,0,nan,0,nan,0,0,0,0,0
86,8,santos,0,0,nan,0,nan,0,0,0,0,0
86,8,cruzeiro,0,0,nan,0,nan,0,0,0,0,0
87,8,parana,0,0,nan,0,nan,0,0,0,0,0
87,8,ponte preta,0,0,nan,0,nan,0,0,0,0,0
88,8,corinthians,0,0,nan,0,nan,0,0,0,0,0
88,8,criciuma,0,0,nan,0,nan,0,0,0,0,0
89,8,vasco,0,0,nan,0,nan,0,0,0,0,0
89,8,bahia,0,0,nan,0,nan,0,0,0,0,0
90,8,paysandu,0,0,nan,0,nan,0,0,0,0,0
90,8,fluminense,0,0,nan,0,nan,0,0,0,0,0
91,8,atletico-mg,0,0,nan,0,nan,0,0,0,0,0
91,8,sao paulo,0,0,nan,0,nan,0,0,0,0,0
92,8,vitoria,0,0,nan,0,nan,0,0,0,0,0
92,8,fortaleza,0,0,nan,0,nan,0,0,0,0,0
93,8,guarani,0,0,nan,0,nan,0,0,0,0,0
93,8,internacional,0,0,nan,0,nan,0,0,0,0,0
94,8,athletico-pr,0,0,nan,0,nan,0,0,0,0,0
94,8,juventude,0,0,nan,0,nan,0,0,0,0,0
95,8,figueirense,0,0,nan,0,nan,0,0,0,0,0
95,8,sao caetano,0,0,nan,0,nan,0,0,0,0,0
96,8,gremio,0,0,nan,0,nan,0,0,0,0,0
96,8,coritiba,0,0,nan,0,nan,0,0,0,0,0
97,9,fluminense,0,0,nan,0,nan,0,0,0,0,0
97,9,figueirense,0,0,nan,0,nan,0,0,0,0,0
98,9,sao caetano,0,0,nan,0,nan,0,0,0,0,0
98,9,atletico-mg,0,0,nan,0,nan,0,0,0,0,0
99,9,juventude,0,0,nan,0,nan,0,0,0,0,0
99,9,santos,0,0,nan,0,nan,0,0,0,0,0
100,9,bahia,0,0,nan,0,nan,0,0,0,0,0
100,9,paysandu,0,0,nan,0,nan,0,0,0,0,0
101,9,internacional,0,0,nan,0,nan,0,0,0,0,0
101,9,athletico-pr,0,0,nan,0,nan,0,0,0,0,0
102,9,coritiba,0,0,nan,0,nan,0,0,0,0,0
102,9,vasco,0,0,nan,0,nan,0,0,0,0,0
103,9,cruzeiro,0,0,nan,0,nan,0,0,0,0,0
103,9,corinthians,0,0,nan,0,nan,0,0,0,0,0
104,9,fortaleza,0,0,nan,0,nan,0,0,0,0,0
104,9,goias,0,0,nan,0,nan,0,0,0,0,0
105,9,ponte preta,0,0,nan,0,nan,0,0,0,0,0
105,9,gremio,0,0,nan,0,nan,0,0,0,0,0
106,9,criciuma,0,0,nan,0,nan,0,0,0,0,0
106,9,vitoria,0,0,nan,0,nan,0,0,0,0,0
107,9,flamengo,0,0,nan,0,nan,0,0,0,0,0
107,9,guarani,0,0,nan,0,nan,0,0,0,0,0
108,9,sao paulo,0,0,nan,0,nan,0,0,0,0,0
108,9,parana,0,0,nan,0,nan,0,0,0,0,0
109,10,atletico-mg,0,0,nan,0,nan,0,0,0,0,0
109,10,fluminense,0,0,nan,0,nan,0,0,0,0,0
110,10,parana,0,0,nan,0,nan,0,0,0,0,0
110,10,sao caetano,0,0,nan,0,nan,0,0,0,0,0
111,10,corinthians,0,0,nan,0,nan,0,0,0,0,0
111,10,juventude,0,0,nan,0,nan,0,0,0,0,0
112,10,vasco,0,0,nan,0,nan,0,0,0,0,0
112,10,ponte preta,0,0,nan,0,nan,0,0,0,0,0
113,10,athletico-pr,0,0,nan,0,nan,0,0,0,0,0
113,10,flamengo,0,0,nan,0,nan,0,0,0,0,0
114,10,paysandu,0,0,nan,0,nan,0,0,0,0,0
114,10,coritiba,0,0,nan,0,nan,0,0,0,0,0
115,10,goias,0,0,nan,0,nan,0,0,0,0,0
115,10,criciuma,0,0,nan,0,nan,0,0,0,0,0
116,10,gremio,0,0,nan,0,nan,0,0,0,0,0
116,10,sao paulo,0,0,nan,0,nan,0,0,0,0,0
117,10,guarani,0,0,nan,0,nan,0,0,0,0,0
117,10,fortaleza,0,0,nan,0,nan,0,0,0,0,0
118,10,figueirense,0,0,nan,0,nan,0,0,0,0,0
118,10,bahia,0,0,nan,0,nan,0,0,0,0,0
119,10,vitoria,0,0,nan,0,nan,0,0,0,0,0
119,10,cruzeiro,0,0,nan,0,nan,0,0,0,0,0
120,10,santos,0,0,nan,0,nan,0,0,0,0,0
120,10,internacional,0,0,nan,0,nan,0,0,0,0,0
121,11,fluminense,0,0,nan,0,nan,0,0,0,0,0
121,11,athletico-pr,0,0,nan,0,nan,0,0,0,0,0
122,11,cruzeiro,0,0,nan,0,nan,0,0,0,0,0
122,11,criciuma,0,0,nan,0,nan,0,0,0,0,0
123,11,coritiba,0,0,nan,0,nan,0,0,0,0,0
123,11,guarani,0,0,nan,0,nan,0,0,0,0,0
124,11,ponte preta,0,0,nan,0,nan,0,0,0,0,0
124,11,sao caetano,0,0,nan,0,nan,0,0,0,0,0
125,11,internacional,0,0,nan,0,nan,0,0,0,0,0
125,11,paysandu,0,0,nan,0,nan,0,0,0,0,0
126,11,parana,0,0,nan,0,nan,0,0,0,0,0
126,11,flamengo,0,0,nan,0,nan,0,0,0,0,0
127,11,bahia,0,0,nan,0,nan,0,0,0,0,0
127,11,goias,0,0,nan,0,nan,0,0,0,0,0
128,11,fortaleza,0,0,nan,0,nan,0,0,0,0,0
128,11,juventude,0,0,nan,0,nan,0,0,0,0,0
129,11,figueirense,0,0,nan,0,nan,0,0,0,0,0
129,11,gremio,0,0,nan,0,nan,0,0,0,0,0
130,11,santos,0,0,nan,0,nan,0,0,0,0,0
130,11,sao paulo,0,0,nan,0,nan,0,0,0,0,0
131,11,corinthians,0,0,nan,0,nan,0,0,0,0,0
131,11,vitoria,0,0,nan,0,nan,0,0,0,0,0
132,11,vasco,0,0,nan,0,nan,0,0,0,0,0
132,11,atletico-mg,0,0,nan,0,nan,0,0,0,0,0
133,12,vitoria,0,0,nan,0,nan,0,0,0,0,0
133,12,fluminense,0,0,nan,0,nan,0,0,0,0,0
134,12,guarani,0,0,nan,0,nan,0,0,0,0,0
134,12,santos,0,0,nan,0,nan,0,0,0,0,0
135,12,gremio,0,0,nan,0,nan,0,0,0,0,0
135,12,fortaleza,0,0,nan,0,nan,0,0,0,0,0
136,12,atletico-mg,0,0,nan,0,nan,0,0,0,0,0
136,12,figueirense,0,0,nan,0,nan,0,0,0,0,0
137,12,paysandu,0,0,nan,0,nan,0,0,0,0,0
137,12,parana,0,0,nan,0,nan,0,0,0,0,0
138,12,juventude,0,0,nan,0,nan,0,0,0,0,0
138,12,vasco,0,0,nan,0,nan,0,0,0,0,0
139,12,athletico-pr,0,0,nan,0,nan,0,0,0,0,0
139,12,ponte preta,0,0,nan,0,nan,0,0,0,0,0
140,12,goias,0,0,nan,0,nan,0,0,0,0,0
140,12,coritiba,0,0,nan,0,nan,0,0,0,0,0
141,12,sao caetano,0,0,nan,0,nan,0,0,0,0,0
141,12,corinthians,0,0,nan,0,nan,0,0,0,0,0
142,12,criciuma,0,0,nan,0,nan,0,0,0,0,0
142,12,internacional,0,0,nan,0,nan,0,0,0,0,0
143,12,sao paulo,0,0,nan,0,nan,0,0,0,0,0
143,12,bahia,0,0,nan,0,nan,0,0,0,0,0
145,13,fluminense,0,0,nan,0,nan,0,0,0,0,0
145,13,goias,0,0,nan,0,nan,0,0,0,0,0
146,13,ponte preta,0,0,nan,0,nan,0,0,0,0,0
146,13,guarani,0,0,nan,0,nan,0,0,0,0,0
147,13,coritiba,0,0,nan,0,nan,0,0,0,0,0
147,13,athletico-pr,0,0,nan,0,nan,0,0,0,0,0
148,13,corinthians,0,0,nan,0,nan,0,0,0,0,0
148,13,sao paulo,0,0,nan,0,nan,0,0,0,0,0
149,13,fortaleza,0,0,nan,0,nan,0,0,0,0,0
149,13,paysandu,0,0,nan,0,nan,0,0,0,0,0
150,13,parana,0,0,nan,0,nan,0,0,0,0,0
150,13,juventude,0,0,nan,0,nan,0,0,0,0,0
151,13,gremio,0,0,nan,0,nan,0,0,0,0,0
151,13,internacional,0,0,nan,0,nan,0,0,0,0,0
152,13,santos,0,0,nan,0,nan,0,0,0,0,0
152,13,sao caetano,0,0,nan,0,nan,0,0,0,0,0
153,13,criciuma,0,0,nan,0,nan,0,0,0,0,0
153,13,figueirense,0,0,nan,0,nan,0,0,0,0,0
154,13,bahia,0,0,nan,0,nan,0,0,0,0,0
154,13,vitoria,0,0,nan,0,nan,0,0,0,0,0
155,13,vasco,0,0,nan,0,nan,0,0,0,0,0
155,13,flamengo,0,0,nan,0,nan,0,0,0,0,0
156,13,cruzeiro,0,0,nan,0,nan,0,0,0,0,0
156,13,atletico-mg,0,0,nan,0,nan,0,0,0,0,0
157,14,bahia,0,0,nan,0,nan,0,0,0,0,0
157,14,coritiba,0,0,nan,0,nan,0,0,0,0,0
158,14,vasco,0,0,nan,0,nan,0,0,0,0,0
158,14,criciuma,0,0,nan,0,nan,0,0,0,0,0
159,14,atletico-mg,0,0,nan,0,nan,0,0,0,0,0
159,14,gremio,0,0,nan,0,nan,0,0,0,0,0
160,14,internacional,0,0,nan,0,nan,0,0,0,0,0
160,14,parana,0,0,nan,0,nan,0,0,0,0,0
161,14,sao paulo,0,0,nan,0,nan,0,0,0,0,0
161,14,goias,0,0,nan,0,nan,0,0,0,0,0
162,14,paysandu,0,0,nan,0,nan,0,0,0,0,0
162,14,flamengo,0,0,nan,0,nan,0,0,0,0,0
163,14,ponte preta,0,0,nan,0,nan,0,0,0,0,0
163,14,corinthians,0,0,nan,0,nan,0,0,0,0,0
164,14,sao caetano,0,0,nan,0,nan,0,0,0,0,0
164,14,vitoria,0,0,nan,0,nan,0,0,0,0,0
165,14,figueirense,0,0,nan,0,nan,0,0,0,0,0
165,14,fortaleza,0,0,nan,0,nan,0,0,0,0,0
166,14,juventude,0,0,nan,0,nan,0,0,0,0,0
166,14,cruzeiro,0,0,nan,0,nan,0,0,0,0,0
167,14,fluminense,0,0,nan,0,nan,0,0,0,0,0
167,14,guarani,0,0,nan,0,nan,0,0,0,0,0
168,15,fortaleza,0,0,nan,0,nan,0,0,0,0,0
168,15,vasco,0,0,nan,0,nan,0,0,0,0,0
169,15,coritiba,0,0,nan,0,nan,0,0,0,0,0
169,15,sao caetano,0,0,nan,0,nan,0,0,0,0,0
170,15,gremio,0,0,nan,0,nan,0,0,0,0,0
170,15,juventude,0,0,nan,0,nan,0,0,0,0,0
171,15,santos,0,0,nan,0,nan,0,0,0,0,0
171,15,bahia,0,0,nan,0,nan,0,0,0,0,0
172,15,flamengo,0,0,nan,0,nan,0,0,0,0,0
172,15,figueirense,0,0,nan,0,nan,0,0,0,0,0
173,15,corinthians,0,0,nan,0,nan,0,0,0,0,0
173,15,fluminense,0,0,nan,0,nan,0,0,0,0,0
174,15,guarani,0,0,nan,0,nan,0,0,0,0,0
174,15,sao paulo,0,0,nan,0,nan,0,0,0,0,0
175,15,criciuma,0,0,nan,0,nan,0,0,0,0,0
175,15,paysandu,0,0,nan,0,nan,0,0,0,0,0
176,15,vitoria,0,0,nan,0,nan,0,0,0,0,0
176,15,athletico-pr,0,0,nan,0,nan,0,0,0,0,0
177,15,cruzeiro,0,0,nan,0,nan,0,0,0,0,0
177,15,internacional,0,0,nan,0,nan,0,0,0,0,0
178,15,parana,0,0,nan,0,nan,0,0,0,0,0
178,15,atletico-mg,0,0,nan,0,nan,0,0,0,0,0
181,16,vasco,0,0,nan,0,nan,0,0,0,0,0
181,16,parana,0,0,nan,0,nan,0,0,0,0,0
182,16,sao paulo,0,0,nan,0,nan,0,0,0,0,0
182,16,sao caetano,0,0,nan,0,nan,0,0,0,0,0
183,16,figueirense,0,0,nan,0,nan,0,0,0,0,0
183,16,cruzeiro,0,0,nan,0,nan,0,0,0,0,0
184,16,atletico-mg,0,0,nan,0,nan,0,0,0,0,0
184,16,paysandu,0,0,nan,0,nan,0,0,0,0,0
185,16,gremio,0,0,nan,0,nan,0,0,0,0,0
185,16,flamengo,0,0,nan,0,nan,0,0,0,0,0
186,16,guarani,0,0,nan,0,nan,0,0,0,0,0
186,16,goias,0,0,nan,0,nan,0,0,0,0,0
187,16,athletico-pr,0,0,nan,0,nan,0,0,0,0,0
187,16,corinthians,0,0,nan,0,nan,0,0,0,0,0
188,16,juventude,0,0,nan,0,nan,0,0,0,0,0
188,16,internacional,0,0,nan,0,nan,0,0,0,0,0
189,16,fortaleza,0,0,nan,0,nan,0,0,0,0,0
189,16,criciuma,0,0,nan,0,nan,0,0,0,0,0
190,16,vitoria,0,0,nan,0,nan,0,0,0,0,0
190,16,ponte preta,0,0,nan,0,nan,0,0,0,0,0
191,16,santos,0,0,nan,0,nan,0,0,0,0,0
191,16,coritiba,0,0,nan,0,nan,0,0,0,0,0
192,16,fluminense,0,0,nan,0,nan,0,0,0,0,0
192,16,bahia,0,0,nan,0,nan,0,0,0,0,0
193,17,sao caetano,0,0,nan,0,nan,0,0,0,0,0
193,17,athletico-pr,0,0,nan,0,nan,0,0,0,0,0
194,17,corinthians,0,0,nan,0,nan,0,0,0,0,0
194,17,santos,0,0,nan,0,nan,0,0,0,0,0
195,17,cruzeiro,0,0,nan,0,nan,0,0,0,0,0
195,17,fortaleza,0,0,nan,0,nan,0,0,0,0,0
196,17,bahia,0,0,nan,0,nan,0,0,0,0,0
196,17,guarani,0,0,nan,0,nan,0,0,0,0,0
197,17,paysandu,0,0,nan,0,nan,0,0,0,0,0
197,17,figueirense,0,0,nan,0,nan,0,0,0,0,0
198,17,goias,0,0,nan,0,nan,0,0,0,0,0
198,17,vitoria,0,0,nan,0,nan,0,0,0,0,0
199,17,flamengo,0,0,nan,0,nan,0,0,0,0,0
199,17,juventude,0,0,nan,0,nan,0,0,0,0,0
200,17,internacional,0,0,nan,0,nan,0,0,0,0,0
200,17,vasco,0,0,nan,0,nan,0,0,0,0,0
201,17,coritiba,0,0,nan,0,nan,0,0,0,0,0
201,17,sao paulo,0,0,nan,0,nan,0,0,0,0,0
202,17,ponte preta,0,0,nan,0,nan,0,0,0,0,0
202,17,fluminense,0,0,nan,0,nan,0,0,0,0,0
203,17,criciuma,0,0,nan,0,nan,0,0,0,0,0
203,17,atletico-mg,0,0,nan,0,nan,0,0,0,0,0
204,17,parana,0,0,nan,0,nan,0,0,0,0,0
204,17,gremio,0,0,nan,0,nan,0,0,0,0,0
205,18,athletico-pr,0,0,nan,0,nan,0,0,0,0,0
205,18,goias,0,0,nan,0,nan,0,0,0,0,0
206,18,fortaleza,0,0,nan,0,nan,0,0,0,0,0
206,18,internacional,0,0,nan,0,nan,0,0,0,0,0
207,18,vasco,0,0,nan,0,nan,0,0,0,0,0
207,18,paysandu,0,0,nan,0,nan,0,0,0,0,0
208,18,atletico-mg,0,0,nan,0,nan,0,0,0,0,0
208,18,flamengo,0,0,nan,0,nan,0,0,0,0,0
209,18,ponte preta,0,0,nan,0,nan,0,0,0,0,0
209,18,bahia,0,0,nan,0,nan,0,0,0,0,0
210,18,corinthians,0,0,nan,0,nan,0,0,0,0,0
210,18,coritiba,0,0,nan,0,nan,0,0,0,0,0
211,18,criciuma,0,0,nan,0,nan,0,0,0,0,0
211,18,juventude,0,0,nan,0,nan,0,0,0,0,0
212,18,figueirense,0,0,nan,0,nan,0,0,0,0,0
212,18,parana,0,0,nan,0,nan,0,0,0,0,0
213,18,sao caetano,0,0,nan,0,nan,0,0,0,0,0
213,18,guarani,0,0,nan,0,nan,0,0,0,0,0
214,18,fluminense,0,0,nan,0,nan,0,0,0,0,0
214,18,sao paulo,0,0,nan,0,nan,0,0,0,0,0
215,18,gremio,0,0,nan,0,nan,0,0,0,0,0
215,18,cruzeiro,0,0,nan,0,nan,0,0,0,0,0
216,18,vitoria,0,0,nan,0,nan,0,0,0,0,0
216,18,santos,0,0,nan,0,nan,0,0,0,0,0
217,19,flamengo,0,0,nan,0,nan,0,0,0,0,0
217,19,fortaleza,0,0,nan,0,nan,0,0,0,0,0
218,19,juventude,0,0,nan,0,nan,0,0,0,0,0
218,19,figueirense,0,0,nan,0,nan,0,0,0,0,0
219,19,bahia,0,0,nan,0,nan,0,0,0,0,0
219,19,sao caetano,0,0,nan,0,nan,0,0,0,0,0
220,19,coritiba,0,0,nan,0,nan,0,0,0,0,0
220,19,fluminense,0,0,nan,0,nan,0,0,0,0,0
221,19,guarani,0,0,nan,0,nan,0,0,0,0,0
221,19,vitoria,0,0,nan,0,nan,0,0,0,0,0
222,19,internacional,0,0,nan,0,nan,0,0,0,0,0
222,19,atletico-mg,0,0,nan,0,nan,0,0,0,0,0
223,19,santos,0,0,nan,0,nan,0,0,0,0,0
223,19,ponte preta,0,0,nan,0,nan,0,0,0,0,0
224,19,cruzeiro,0,0,nan,0,nan,0,0,0,0,0
224,19,vasco,0,0,nan,0,nan,0,0,0,0,0
225,19,goias,0,0,nan,0,nan,0,0,0,0,0
225,19,corinthians,0,0,nan,0,nan,0,0,0,0,0
226,19,paysandu,0,0,nan,0,nan,0,0,0,0,0
226,19,gremio,0,0,nan,0,nan,0,0,0,0,0
227,19,sao paulo,0,0,nan,0,nan,0,0,0,0,0
227,19,athletico-pr,0,0,nan,0,nan,0,0,0,0,0
